Waterbody Type,Segment ID,Waterbody Index Number (WIN),Name,Description,Basin,Segment Miles,6NYCRR Chapter X Part,Water Quality Class
Streams,1601-0010,Conn 12 thru 18 (selected),Minor Tribs to Conn,total length of select tribs to Connecticut,Housatonic River,13.57,825,C
Streams,1601-0011,Conn 15,"Tenmile River, Lower, and minor tribs","stream and select tribs, fr state line to Dover Plains",Housatonic River,47.26,859,C
Streams,1601-0012,Conn 15,"Tenmile River, Upper, and minor tribs","stream and select tribs, above Dover Plains",Housatonic River,20.98,863,C(T)
Streams,1601-0015,Conn 15- 4,"Swamp River, Lower, and minor tribs","stream and select tribs, from mouth to Wingdale",Housatonic River,34,863,C(T)
Streams,1601-0016,Conn 15- 4,"Swamp River, Upper, and tribs","stream and tribs, above Wingdale",Housatonic River,31.12,863,A(T)
Streams,1601-0017,Conn 15- 4- 2,Mill River and tribs,entire stream and tribs,Housatonic River,31.52,864,C(T)
Streams,1601-0021,Conn 15- 4-11,"Hiller Brook, Upper, and tribs",stream and tribs above Baker Corner,Housatonic River,3.21,864,A
Streams,1601-0023,Conn 15- 6- 1,Wells Stream and tribs,entire stream and tribs,Housatonic River,5.61,863,A
Streams,1601-0024,Conn 15-11,Wassaic Creek and tribs,entire stream and tribs,Housatonic River,53.29,863,C(T)
Streams,1601-0026,Conn 15-12,Webatuck Creek and tribs,entire stream and tribs,Housatonic River,84.53,862,C(T)
Streams,1601-0032,Mass 5,Green River and tribs,entire stream and tribs,Housatonic River,37.87,862,C(TS)
Streams,1601-0033,Mass 5a thru 7a,Minor Tribs to Mass,total length of select tribs to Massachusetts,Housatonic River,8.34,862,C
Streams,1601-0034,Mass 8,Williams River Trib and tribs,entire stream and tribs,Housatonic River,8.12,825,C(TS)
Streams,1301-0007,H-  4,"Saw Mill River, Lower, and tribs","stream, from mouth to near Yonkers",Lower Hudson River,2.85,864,C
Streams,1301-0020,H-212,"Hannacrois Creek, Middle, and tribs","stream and tribs, from Deans Mill to Alcove",Lower Hudson River,74,864,A(TS)
Streams,1301-0027,"H-228a thru 237, WOH",Minor Tribs to West of Hudson,"total length of select tribs, from Albany to Green Isl",Lower Hudson River,25.59,863,C
Streams,1301-0030,H-226,Patroon Creek and tribs,entire stream and tribs,Lower Hudson River,13.56,863,C(T)
Streams,1301-0049,H- 55,"Peekskill Hollow Cr, Low, and mnr tribs","stream and select tribs, from mouth to VanCortlandville",Lower Hudson River,1.03,863,B
Streams,1301-0062,H- 43,"Lake Tiorati Brook, Low, and minor tribs","stream and select tribs, from mouth to Cedar Flats",Lower Hudson River,15.28,859,C(TS)
Streams,1301-0066,H-235,"Wynants Kill, Lower, and tribs","stream and tribs, from mouth to Albia",Lower Hudson River,4.01,859,C(T)
Streams,1301-0068,H-236,"Poesten Kill, Lower, and minor tribs","stream and select tribs, from mouth to Poestenkill",Lower Hudson River,59.23,864,C(T)
Streams,1301-0079,H- 94,"Quassaic Creek, Lower, and minor tribs","stream and select tribs, from mouth to Cronomer Valley",Lower Hudson River,39.65,864,C
Streams,1301-0085,H-158,Saw Kill and tribs,entire stream and tribs,Lower Hudson River,54.84,863,B(T)
Streams,1301-0087,H-114,Fall Kill and tribs,entire stream and tribs,Lower Hudson River,41.33,863,C
Streams,1301-0088,H- 13,"Sparkill Creek, Lower","stream, from mouth to NY-NJ state line",Lower Hudson River,2.24,856,C
Streams,1301-0089,H- 43- 1,Miniscenongo Creek and minor tribs,"stream and select tribs, from mouth to Thiells",Lower Hudson River,7.08,856,C
Streams,1301-0090,H- 43- 1-10,South Br Minisceongo Creek and tribs,entire stream and tribs,Lower Hudson River,10.26,856,C
Streams,1301-0092,H-208,Coxsackie Creek and minor tribs,entire stream and select tribs,Lower Hudson River,55.02,864,C
Streams,1301-0093,H-209,Mill Creek and tribs,entire stream and tribs,Lower Hudson River,22.79,864,C
Streams,1301-0095,H-214,Coeymans Creek and minor tribs,entire stream and select tribs,Lower Hudson River,59,864,C(T)
Streams,1301-0100,H-  4,"Saw Mill River, Middle, and tribs","stream and tribs, from near Yonkers to Woodlands",Lower Hudson River,5.11,864,A
Streams,1301-0101,H-  4,"Saw Mill River, Upper, and tribs","stream and tribs, above Woodlands",Lower Hudson River,25.31,864,B(T)
Streams,1301-0104,"H-  7 thru 18, EOH",Minor Tribs to East of Hudson,"total length of select tribs, Yonkers to N.Tarrytown",Lower Hudson River,3.5,864,C
Streams,1301-0105,"H-  8 thru 12, WOH",Minor Tribs to West of Hudson,"total length of select tribs, Palisades to Piermont",Lower Hudson River,1.22,864,C
Streams,1309-0028,H-193-29,"Basic Creek, Upper, and tribs","stream and tribs, above reservoir",Lower Hudson River,54.1,864,A(TS)
Streams,1309-0029,H-193-33,Thorp Creek and tribs,entire stream and tribs,Lower Hudson River,34.02,864,C(TS)
Streams,1301-0106,H- 13,"Sparkill Creek, Upper, and minor tribs","stream and select tribs, above NY-NJ state line",Lower Hudson River,4.17,864,C
Streams,1301-0107,H- 13- 2 thru 3,Minor Tribs to Lower Sparkill Creek,total length of select tribs to Lower Sparkill Creek,Lower Hudson River,1.05,864,B
Streams,1301-0108,H- 13- 6 thru 13,Minor Tribs to Upper Sparkill Creek,total length of select tribs to Upper Sparkill Creek,Lower Hudson River,2.3,864,B
Streams,1301-0109,H- 20,"Pocantico River, Lower, and tribs","stream and tribs, from N. Tarrytown to Pocantico Lk",Lower Hudson River,9.52,864,C(T)
Streams,1301-0110,H- 20,"Pocantico River, Middle, and tribs","stream and tribs, from Pocantico Lake to Echo Lake",Lower Hudson River,17.48,864,B(T)
Streams,1301-0116,"H- 21 thru 23, WOH",Minor Tribs to West of Hudson,"total length of select tribs, Nyack to Haverstraw",Lower Hudson River,1.17,864,C
Streams,1301-0117,"H- 24 thru 27, EOH",Minor Tribs to East of Hudson,"total length of select tribs, N.Tarrytown to Ossining",Lower Hudson River,3.45,864,C
Streams,1301-0118,H- 28,Sing Sing Creek and tribs,entire stream and tribs,Lower Hudson River,9.04,864,C
Streams,1301-0119,H- 43,"Lake Tiorati Brook, Upper, and tribs","stream and tribs, above Cedar Flats",Lower Hudson River,17.16,864,B(TS)
Streams,1301-0120,H- 43- 1-11,"North Br Minisceongo Cr, Low, and tribs","stream and select tribs, from mouth to Willow Grove",Lower Hudson River,5.92,862,C(T)
Streams,1301-0121,H- 43- 1-11,"North Br Minisceongo Cr, Upp, and tribs","stream and tribs, above Willow Grove",Lower Hudson River,4.21,862,B(T)
Streams,1301-0122,H- 43- 1-11- 5,Upper Horse Chock Brook and tribs,"stream and tribs, above First Reservoir (P150a)",Lower Hudson River,2.48,862,A(TS)
Streams,1301-0130,H- 44,Furnace Brook and tribs,entire stream and tribs,Lower Hudson River,15.41,862,C
Streams,1301-0133,"H- 46 thru 59, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, Crugers to Bear Mt.Br.",Lower Hudson River,21.08,862,C
Streams,1301-0134,"H- 48 thru 60, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, Stony Pt to Bear Mt.Br.",Lower Hudson River,8.12,862,C
Streams,1301-0136,H- 51,"Dickey Brook, Upper, and tribs","stream and tribs, above Peekskill",Lower Hudson River,4.52,862,B
Streams,1301-0138,H- 55,"Peekskill Hollow Cr, Middle, and tribs","stream and tribs, fr VanCortlandville to Putnam Valley",Lower Hudson River,6.7,862,A(TS)
Streams,1301-0139,H- 55,"Peekskill Hollow Cr, Upper, and tribs","stream and tribs, above Putnam Valley",Lower Hudson River,62.07,862,C(TS)
Streams,1301-0141,H- 55- 2,Canopus Creek and tribs,entire stream and tribs,Lower Hudson River,29.18,862,B(T)
Streams,1301-0152,H- 55-17,Wiccopee Brook and tribs,"entire stream and tribs, below reservoir",Lower Hudson River,3.17,862,B(TS)
Streams,1301-0154,H- 55-17-P183a-,Tribs to Wiccopee Reservoir,total length of all tribs,Lower Hudson River,2.23,862,A
Streams,1301-0160,H- 61,Popolopen Creek and tribs,entire stream and tribs,Lower Hudson River,44.88,862,A(T)
Streams,1301-0168,"H- 62 thru 92, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, Bear Mt.Br. to Beacon",Lower Hudson River,25.31,862,B
Streams,1301-0169,"H- 63 thru 88, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, Bear Mt.Br. to Cornwall",Lower Hudson River,22.84,862,B
Streams,1301-0172,H- 71,Highland Brook and tribs,entire stream and tribs,Lower Hudson River,7.12,862,A(T)
Streams,1301-0175,H- 77,Indian Brook and tribs,entire stream and tribs,Lower Hudson River,7.57,862,C(T)
Streams,1301-0177,H- 83,Foundry Brook and tribs,entire stream and tribs,Lower Hudson River,10.3,862,A(T)
Streams,1301-0184,H- 94,"Quassaic Creek, Middle, and tribs","stream and tribs, from Chadwick Lake to Rossville",Lower Hudson River,6.14,862,A
Streams,1301-0185,H- 94,"Quassaic Creek, Upper, and tribs","stream and tribs, above Rossville",Lower Hudson River,9.43,862,C
Streams,1301-0187,H- 94- 4,Gidneytown Creek and tribs,entire stream and tribs,Lower Hudson River,16.58,862,C
Streams,1301-0191,"H- 96 thru 100, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, Newburgh to Marlboro",Lower Hudson River,8.46,862,C
Streams,1301-0192,"H- 98 thru  99, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, Beacon to Chelsea",Lower Hudson River,8.9,862,C
Streams,1301-0193,H-103,Lattintown Creek and tribs,entire stream and tribs,Lower Hudson River,27.22,862,C
Streams,1301-0194,"H-104 thru 125, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, fr Marlboro to West Park",Lower Hudson River,18.85,862,C
Streams,1301-0195,H-105,Casper Creek and tribs,entire stream and tribs,Lower Hudson River,16.16,862,C
Streams,1301-0197,"H-105a thru 140, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, New Hamburg to Rhinecliff",Lower Hudson River,54.92,863,C
Streams,1301-0199,H-116,Twaaltskill Creek and tribs,entire stream and tribs,Lower Hudson River,21.96,863,C
Streams,1301-0200,H-124,Crum Elbow Creek and tribs,entire stream and tribs,Lower Hudson River,42.99,863,A
Streams,1301-0202,H-128,"Black Creek, Lower, and tribs","stream and tribs, from mouth to Chodikes Pond",Lower Hudson River,36.52,863,B
Streams,1301-0203,H-128,"Black Creek, Middle, and tribs","stream and tribs, from Chodikes Pond to Elting Corners",Lower Hudson River,22.18,863,A(T)
Streams,1301-0204,H-128,"Black Creek, Upper, and tribs","stream and tribs, above Elting Corners",Lower Hudson River,24.53,863,B
Streams,1301-0209,H-136,Landsman Kill and minor tribs,entire stream and select tribs,Lower Hudson River,12.61,863,C
Streams,1301-0210,H-136- 6,Rhinebeck Kill and tribs,entire stream and tribs,Lower Hudson River,25.58,863,C
Streams,1301-0212,"H-141 thru 186, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, Rhinecliff to Linlithgo",Lower Hudson River,35.56,863,C
Streams,1301-0213,"H-145 thru 175, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, Kingston to New Camp",Lower Hudson River,21.59,863,C
Streams,1301-0219,H-164,"Stony Creek, Lower, and tribs",entire stream and tribs,Lower Hudson River,56.24,863,A
Streams,1301-0221,"H-178 thru 192, WOH",Minor Tribs to West of Hudson,"total length of all tribs, New Camp to Catskill",Lower Hudson River,17.59,863,C
Streams,1301-0222,"H-189 thru 203, EOH",Minor Tribs to East of Hudson,"total length of select tribs, from Linlithgo to Hudson",Lower Hudson River,46.57,863,C
Streams,1301-0223,"H-196 thru 207, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, fr Catskill to Coxsackie",Lower Hudson River,10.82,863,C
Streams,1301-0225,H-202,Murders Creek and tribs,entire stream and tribs,Lower Hudson River,23.83,863,C
Streams,1301-0226,"H-207 thru 218, EOH (selected)",Minor Tribs to East of Hudson,"total length of select tribs, fr Stockport to Castleton",Lower Hudson River,29.38,863,C
Streams,1301-0228,H-208- 6,"Bronks Lake Outlet, Upper, and tribs","stream, from reservoir to Bronks Lake",Lower Hudson River,3.55,931,B
Streams,1301-0230,H-212,"Hannacrois Creek, Lower, and tribs","stream and tribs, from mouth to Deans Mill",Lower Hudson River,9.64,863,C(T)
Streams,1301-0231,H-212,"Hannacrois Creek, Upper, and tribs","stream and tribs, above Alcove Reservoir",Lower Hudson River,36.29,862,A(TS)
Streams,1301-0233,H-214-10,Onesquethaw Creek and tribs,entire stream and tribs,Lower Hudson River,25.07,855,C(TS)
Streams,1301-0236,H-215,Schodack Creek/Muitzes Kill and tribs,entire stream and tribs,Lower Hudson River,46.39,855,C
Streams,1301-0238,"H-216 thru 220, WOH (selected)",Minor Tribs to West of Hudson,"total length of select tribs, from Coeymans to Glenmont",Lower Hudson River,8.35,855,C
Streams,1301-0239,H-217,"Vloman Kill, Lower, and tribs","stream and tribs, from mouth to Mallorys Corners",Lower Hudson River,26.85,855,C(T)
Streams,1301-0240,H-217,"Vloman Kill, Upper, and tribs","stream and tribs, above Mallorys Corners",Lower Hudson River,47.44,855,C(T)
Streams,1301-0241,H-218,"Vlockie Kill, Upper, and tribs","stream and tribs, above South Schodack",Lower Hudson River,11.88,855,A(TS)
Streams,1301-0242,H-219,Papscanee Creek and minor tribs,entire stream and select tribs,Lower Hudson River,26.12,855,C
Streams,1301-0243,H-219- 1,Moordener Kill and minor tribs,entire stream and select tribs,Lower Hudson River,32.99,855,C(TS)
Streams,1301-0244,H-219- 1- 4,North Branch Moordener Kill and tribs,entire stream and tribs,Lower Hudson River,32.44,855,C(T)
Streams,0601-0187,SR-142,"Yaleville Brook, Upper, and tribs",stream and tribs above Cooper Corners,Susquehanna River,21.75,931,A
Streams,1301-0249,H-235,"Wynants Kill, Upper, and tribs","stream and tribs, above Albia",Lower Hudson River,37.57,855,B(T)
Streams,1306-0092,H-139-14 (portion 7),"Rondout Creek, Upper, and minor tribs","stream and select tribs, above East Mountain Road",Lower Hudson River,38.9,855,C(T)
Streams,1306-0093,H-139-14- 4 thru 33 (selected),Minor Tribs to Middle Rondout Creek,"total length of select tribs, fr Wallkill to Wawarsing",Lower Hudson River,39.76,855,B
Streams,1306-0096,H-139-14- 9,Coxing Kill and tribs,entire stream and tribs,Lower Hudson River,23.54,855,C(T)
Streams,1306-0099,H-139-14-12,Kripplebush Creek and tribs,entire stream and tribs,Lower Hudson River,29,855,C(T)
Streams,1306-0100,H-139-14-16,Peters Kill and tribs,entire stream and tribs,Lower Hudson River,13.15,855,B(T)
Streams,1306-0103,H-139-14-18,"North Peters Kill, Lower, and tribs","stream and tribs, from mouth to above Whitfield",Lower Hudson River,7.28,855,A(T)
Streams,1306-0104,H-139-14-18,"North Peters Kill, Upper, and tribs","entire stream and tribs, above Whitfield",Lower Hudson River,7.28,855,C(T)
Streams,1306-0106,H-139-14-19,Stony Kill and tribs,entire stream and tribs,Lower Hudson River,23.56,855,AA(T)
Streams,1306-0107,H-139-14-20,Rochester Creek and minor tribs,entire stream and select tribs,Lower Hudson River,56.5,862,A(TS)
Streams,1306-0108,H-139-14-20- 2,Mill Brook and tribs,entire stream and tribs,Lower Hudson River,33.4,861,A(TS)
Streams,1306-0112,H-139-14-37,"Unnamed Trib to Rondout, Upp, and tribs","entire stream and tribs, above East Wawarsing",Lower Hudson River,3.06,862,AA
Streams,1306-0113,H-139-14-38,"Sandburg Creek, Lower, and tribs","stream and tribs, from mouth to Spring Glen",Lower Hudson River,13.72,862,B(T)
Streams,1306-0114,H-139-14-38,"Sandburg Creek, Upper, and tribs","stream and tribs, above Spring Glen",Lower Hudson River,40.8,855,B(TS)
Streams,1306-0115,"H-139-14-38- 1,-5,-6","Shingle Gully, North/South Gully, tribs",total length of all selected tribs,Lower Hudson River,8.46,862,AA(T)
Streams,1306-0116,H-139-14-38- 3,Beer Kill and minor tribs,entire stream and select tribs,Lower Hudson River,25.71,855,B(TS)
Streams,1306-0117,H-139-14-38- 3- 1,West Branch Beer Kill and tribs,entire stream and tribs,Lower Hudson River,25.43,855,B(TS)
Streams,1306-0121,H-139-14-38- 9,Leuren Kill and tribs,entire stream and tribs,Lower Hudson River,4.86,855,A(T)
Streams,1306-0122,H-139-14-38-14,Homowack Kill and tribs,entire stream and tribs,Lower Hudson River,19.19,861,B(T)
Streams,1306-0125,H-139-14-40,Brandy Brook and tribs,entire stream and tribs,Lower Hudson River,5.57,855,B(T)
Streams,1306-0127,H-139-14-P815a-53,East/Sundown Brook and tribs,entire stream and tribs,Lower Hudson River,10.09,861,B(T)
Streams,1307-0003,H-171 (portion 2),"Esopus Creek, Middle, and minor tribs","stream and select tribs, from Kingston to Ashokan Reser",Lower Hudson River,89.01,861,B(T)
Streams,1307-0005,H-171/P848- 1 thru 12 (selected),Minor Tribs to Ashokan Reservoir,total length of select tribs to Ashokan Reservoir,Lower Hudson River,20.62,861,A(T)
Streams,1307-0007,H-171 (portion 4),"Esopus Creek, Upper, and minor tribs","stream and select tribs, from Ashokan Res to Allaben",Lower Hudson River,42.15,861,A(TS)
Streams,1307-0008,H-171/P848-45,Stony Clove Brook and tribs,entire stream and tribs,Lower Hudson River,48.78,862,B(TS)
Streams,1307-0010,H-171 (portion 1),"Esopus Creek, Lower, Main Stem",from mouth to Kingston,Lower Hudson River,12.72,862,B
Streams,1307-0011,H-171 (portion 5),"Esopus Creek, Upper, and minor tribs","stream and select tribs, above Allaben",Lower Hudson River,66.25,862,C(TS)
Streams,1307-0012,H-171- 2 thru 21 (selected),Minor Tribs to Lower Esopus Creek,"total length of select tribs, from mouth to Kingston",Lower Hudson River,27.03,861,C
Streams,1307-0013,H-171-11,"Plattekill Creek, Lower, and minor tribs","stream and select tribs, from mouth to Blue Mountain",Lower Hudson River,30.66,862,B(TS)
Streams,1307-0014,H-171-11,"Plattekill Creek, Upper, and tribs","stream and tribs, above Blue Mountain",Lower Hudson River,33.45,862,A(TS)
Streams,1307-0015,H-171-11-11,Yager Stream and minor tribs,entire stream and select tribs,Lower Hudson River,19.51,862,C(T)
Streams,1307-0016,H-171-11-11- 1,Washburn Creek and tribs,entire stream and tribs,Lower Hudson River,14.86,863,B
Streams,1307-0017,H-171-17,"Saw Kill, Lower, and tribs","stream and tribs, from mouth to Zena",Lower Hudson River,12.28,863,B
Streams,1307-0018,H-171-17,"Saw Kill, Middle, and tribs","stream and tribs, from Zena to Shady",Lower Hudson River,40.83,863,B(T)
Streams,1307-0019,H-171-17,"Saw Kill, Upper, adn tribs","stream and tribs, above Shady",Lower Hudson River,13.76,863,A(TS)
